seq,t,key_resp.keys,key_resp.rt,correct,,,
,,,,,,,
patterned,1,1,1.2792762001045,1,,,
patterned,3,3,1.25050429999828,1,,,
patterned,2,2,0.668682399904355,1,,,
patterned,4,4,0.900562500115484,1,,,
patterned,3,3,0.775197699898854,1,,,
patterned,4,4,0.837524199858308,1,,random,0.760822314303368
random,1,1,0.913116300012916,1,,patterned,0.773394741865178
patterned,1,1,0.630178899969906,1,,,
patterned,3,3,0.951923500047997,1,,,
patterned,2,2,0.838009800063446,1,,,
patterned,4,4,0.829626600025222,1,,,
patterned,3,3,0.722068200120702,1,,,
patterned,4,4,0.766979000065476,1,,,
random,2,2,0.765799500048161,1,,,
patterned,1,1,0.652094400022179,1,,,
patterned,3,3,1.01308579999022,1,,,
patterned,2,2,0.71462590014562,1,,,
patterned,4,4,0.818415699992329,1,,,
patterned,3,3,0.783504999941215,1,,,
patterned,4,4,0.904353699879721,1,,,
random,1,1,0.65123590012081,1,,,
patterned,1,1,0.611385899828747,1,,,
patterned,3,3,0.794634999940172,1,,,
patterned,2,2,0.715231200214475,1,,,
patterned,4,4,0.745423200074583,1,,,
patterned,3,3,0.739489000057802,1,,,
patterned,4,4,0.744850100018084,1,,,
random,1,1,0.596740100067109,1,,,
patterned,1,1,0.59556799987331,1,,,
patterned,3,3,1.18644610000774,1,,,
patterned,2,2,0.72628719988279,1,,,
patterned,4,4,0.660964600043371,1,,,
patterned,3,3,0.753031699918211,1,,,
patterned,4,4,0.667216200148687,1,,,
random,2,2,0.637286500073969,1,,,
patterned,1,1,0.551660099998117,1,,,
patterned,3,3,0.920938999857754,1,,,
patterned,2,2,0.564477299805731,1,,,
patterned,4,4,0.625589800067246,1,,,
patterned,3,3,1.34263919992372,1,,,
patterned,4,4,0.914168999996036,1,,,
random,2,2,0.675027300138027,1,,,
patterned,1,1,0.756120699923486,1,,,
patterned,3,3,0.695092000067234,1,,,
patterned,2,2,0.610575699945912,1,,,
patterned,4,4,0.681126700015739,1,,,
patterned,3,3,1.04732050001621,1,,,
patterned,4,4,0.789110000012443,1,,,
random,2,2,0.649035499896854,1,,,
patterned,1,1,0.554832200054079,1,,,
patterned,3,3,0.7535729999654,1,,,
patterned,2,2,0.64172920002602,1,,,
patterned,4,4,0.643215899821371,1,,,
patterned,3,3,0.618765500141308,1,,,
patterned,4,4,0.552019299939275,1,,,
random,4,4,0.969007099978626,1,,,
patterned,1,1,0.85455509996973,1,,,
patterned,3,3,0.958540600026026,1,,,
patterned,2,2,0.563533300068229,1,,,
patterned,4,4,0.626177300000563,1,,,
patterned,3,3,0.809097800171003,1,,,
patterned,4,4,0.722377100028098,1,,,
random,3,3,0.713790899841115,1,,,
patterned,1,1,0.79766619997099,1,,,
patterned,3,3,0.93749550008215,1,,,
patterned,2,2,0.598780900007114,1,,,
patterned,4,4,0.668954699998722,1,,,
patterned,3,3,0.821028999984264,1,,,
patterned,4,4,0.60984000004828,1,,,
random,2,2,0.920870600035414,1,,,
patterned,1,1,0.659359300043434,1,,,
patterned,3,3,0.917401099810377,1,,,
patterned,2,2,0.563528300030157,1,,,
patterned,4,4,0.71154380007647,1,,,
patterned,3,3,0.720532200066373,1,,,
patterned,4,4,0.715957199921832,1,,,
random,2,2,1.03709959983826,1,,,
patterned,1,1,0.590505400206894,1,,,
patterned,3,3,1.43068560003303,1,,,
patterned,2,2,0.513282800093293,1,,,
patterned,4,4,0.743756399955601,1,,,
patterned,3,3,0.787680299952626,1,,,
patterned,4,4,1.23545909998938,1,,,
random,1,1,1.03046240005642,1,,,
patterned,1,1,0.540188500192016,1,,,
patterned,3,3,0.649504200089723,1,,,
patterned,2,2,0.675257700029761,1,,,
patterned,4,4,0.738295499933884,1,,,
patterned,3,3,0.743510900065303,1,,,
patterned,4,4,0.596511699957773,1,,,
random,2,2,0.501340900082141,1,,,
patterned,1,1,0.574352100025862,1,,,
patterned,3,3,1.60996080003679,1,,,
patterned,2,2,0.507067400030792,1,,,
patterned,4,4,0.599288000026718,1,,,
patterned,3,3,0.795246499823406,1,,,
patterned,4,4,0.745904699899256,1,,,
random,3,3,0.590699800057337,1,,,
patterned,1,1,0.688402900006622,1,,,
patterned,3,3,0.950620800023899,1,,,
patterned,2,2,0.616737100062892,1,,,
patterned,4,4,0.633500800002366,1,,,
patterned,3,3,0.851499699987471,1,,,
patterned,4,4,0.810534900054336,1,,,
random,2,2,0.858025599969551,1,,,
,,,,100,,,
